reviewerID,itemID,overall,Udeep,Ideep
112,0,5,-0.00010921210441936212,-0.043379649919867425
372,0,4,9.988671130986397e-05,-0.043379649919867425
39,0,5,-1.5233024117177285e-05,-0.043379649919867425
195,0,5,8.928444544923595e-05,-0.043379649919867425
361,0,5,0.00020644803797423565,-0.043379649919867425
242,0,5,0.0012191866474464904,-0.043379649919867425
220,0,5,-3.79882953925242e-05,-0.043379649919867425
91,0,5,-9.244562788154111e-05,-0.043379649919867425
406,0,5,-9.139971119154104e-05,-0.043379649919867425
134,0,5,-5.0673660505410044e-05,-0.043379649919867425
12,0,5,0.0013057896262589086,-0.043379649919867425
344,0,5,-0.0005043770568990697,-0.043379649919867425
87,0,5,-2.076186392883544e-05,-0.043379649919867425
41,0,4,1.6461617460554587e-05,-0.043379649919867425
364,0,5,-1.6771459135796554e-05,-0.043379649919867425
31,0,5,-4.535441649506848e-05,-0.043379649919867425
150,0,5,-5.926399676340993e-05,-0.043379649919867425
153,0,5,-4.6196984569598325e-05,-0.043379649919867425
3,0,5,2.305325542936296e-05,-0.043379649919867425
312,0,5,-9.195635496004931e-05,-0.043379649919867425
278,0,5,-0.00037210679421919326,-0.043379649919867425
401,0,5,-6.00652483137547e-05,-0.043379649919867425
110,0,4,0.0002559351285148758,-0.043379649919867425
36,0,3,-6.810374806133096e-05,-0.043379649919867425
105,0,5,-0.00018995628278594337,-0.043379649919867425
366,0,5,-4.8220189510304716e-06,-0.043379649919867425
172,0,5,-0.00010662329501268484,-0.043379649919867425
193,0,5,-2.470824111391526e-05,-0.043379649919867425
313,0,5,-0.0008488558890874041,-0.043379649919867425
287,0,4,0.00015373340603444475,-0.043379649919867425
35,0,5,-7.886367196295087e-05,-0.043379649919867425
40,0,5,0.00036782854452375557,-0.043379649919867425
5,0,5,4.6217885527982845e-05,-0.043379649919867425
204,0,5,0.00043944770692963845,-0.043379649919867425
288,0,5,7.734512342273767e-06,-0.043379649919867425
182,0,5,0.0002414345021638745,-0.043379649919867425
96,0,2,-0.0001688729475588136,-0.043379649919867425
407,0,5,0.000559451003267617,-0.043379649919867425
6,0,5,-1.3511275048844191e-05,-0.043379649919867425
2,0,5,8.127104299713835e-05,-0.043379649919867425
114,0,5,2.357662638613205e-05,-0.043379649919867425
160,0,5,-0.00030824410692503176,-0.043379649919867425
280,0,5,0.00029683181316480606,-0.043379649919867425
374,0,5,-4.5362184973814454e-05,-0.043379649919867425
137,0,5,1.6315074247577066e-05,-0.043379649919867425
232,0,5,0.0007017831201036326,-0.043379649919867425
118,0,5,1.4463786786147139e-05,-0.043379649919867425
32,0,5,-2.1860357717169292e-05,-0.043379649919867425
402,0,5,3.8056030144134547e-05,-0.043379649919867425
