reviewerID,itemID,overall,Udeep,Ideep
608,0,5,6.428136479292145e-08,4.586915690877697e-08
641,0,5,-6.628152978303111e-08,4.586915690877697e-08
660,0,1,-8.742581945212272e-08,4.586915690877697e-08
487,0,5,-9.035351976766832e-07,4.586915690877697e-08
542,1,5,8.19333824958044e-07,0.0032499333123404872
56,1,5,-2.021915587698626e-06,0.0032499333123404872
51,1,5,-8.911077530978394e-07,0.0032499333123404872
805,1,5,-1.3275078518558577e-05,0.0032499333123404872
587,1,5,-1.081643169096178e-07,0.0032499333123404872
943,1,5,2.4008065835898973e-06,0.0032499333123404872
658,1,5,5.747431214834154e-08,0.0032499333123404872
246,1,5,-8.907855982625688e-06,0.0032499333123404872
79,1,5,0.00010226811044055896,0.0032499333123404872
469,1,5,-2.6037861737596886e-08,0.0032499333123404872
615,1,5,-2.3901929310113564e-08,0.0032499333123404872
929,1,5,-1.0378342473942124e-06,0.0032499333123404872
360,1,5,-8.120029090565033e-07,0.0032499333123404872
126,1,1,-4.324259757730471e-06,0.0032499333123404872
120,1,5,8.393116073815257e-07,0.0032499333123404872
910,1,4,2.4983376999737246e-05,0.0032499333123404872
850,1,5,-2.049606849849741e-07,0.0032499333123404872
812,1,5,-1.535674419773574e-08,0.0032499333123404872
325,1,5,-8.526865734120055e-08,0.0032499333123404872
873,1,4,3.5484803433019885e-07,0.0032499333123404872
198,1,5,5.9495517712945885e-08,0.0032499333123404872
978,1,5,-6.631391398478821e-08,0.0032499333123404872
273,1,5,-5.3206821672530615e-08,0.0032499333123404872
215,1,5,-1.786033637989671e-08,0.0032499333123404872
16,1,5,4.766925178981089e-07,0.0032499333123404872
330,1,5,7.877231021218072e-08,0.0032499333123404872
897,1,5,3.567074932819183e-08,0.0032499333123404872
407,1,5,1.2978437738532374e-06,0.0032499333123404872
607,1,5,6.537101922166374e-09,0.0032499333123404872
213,1,5,-1.9835943476326433e-06,0.0032499333123404872
666,1,5,-3.6060894092735477e-07,0.0032499333123404872
471,1,5,-4.7188965593081567e-07,0.0032499333123404872
424,1,5,1.111860500203233e-05,0.0032499333123404872
932,1,5,-1.078110654706533e-08,0.0032499333123404872
594,1,5,-6.361977803727356e-07,0.0032499333123404872
951,1,5,-4.376900912309878e-07,0.0032499333123404872
588,1,5,-2.5546770032499612e-08,0.0032499333123404872
293,1,5,-5.913722893865436e-07,0.0032499333123404872
836,1,5,1.212712099654908e-07,0.0032499333123404872
186,1,5,1.4005652879425401e-08,0.0032499333123404872
893,1,5,-5.017843512939256e-08,0.0032499333123404872
297,1,5,-5.570351615839723e-08,0.0032499333123404872
942,1,5,2.9265895910705952e-06,0.0032499333123404872
485,1,5,-2.2104455608597686e-08,0.0032499333123404872
33,1,5,-8.533174028509856e-07,0.0032499333123404872
413,1,5,-2.1074350457143615e-08,0.0032499333123404872
783,1,5,-2.65763531015873e-06,0.0032499333123404872
118,1,5,-4.846912644416026e-07,0.0032499333123404872
372,1,5,-5.240473084539574e-07,0.0032499333123404872
931,1,5,-1.2474044200287502e-07,0.0032499333123404872
311,1,1,-5.7539990241904524e-08,0.0032499333123404872
141,1,5,-4.765954717129097e-07,0.0032499333123404872
531,1,5,-2.0221453560459692e-07,0.0032499333123404872
695,1,5,3.6022521654888484e-05,0.0032499333123404872
564,1,4,-4.723197907650686e-08,0.0032499333123404872
146,1,5,3.7822540383387832e-06,0.0032499333123404872
89,1,5,-4.7131529732633125e-06,0.0032499333123404872
46,1,5,4.5487558536183965e-05,0.0032499333123404872
627,1,5,3.848537662001846e-06,0.0032499333123404872
792,1,5,5.8157213459830696e-08,0.0032499333123404872
180,1,5,-2.1195897835300992e-05,0.0032499333123404872
373,1,5,-5.532002246979337e-08,0.0032499333123404872
