ID,Array
0,3.745839461172568e-05
1,1.583723248925195e-05
2,3.90450844527606e-05
3,2.678841807163463e-06
4,-0.0001093390631628
5,0.0002847441357829
6,0.0001026831601648
7,9.078684111401175e-05
8,0.0002287837947364
9,-3.4858202988371375e-05
10,-0.0001466574642973
11,-0.0001549140685034
12,-2.929894567798874e-05
13,-0.0002622910337167
14,-0.0002111333998136
15,6.092027056656273e-05
16,-2.3824914557874183e-05
17,5.0624818663265456e-05
18,0.0001107928422614
19,-5.361036177197666e-05
20,0.0001377129208155
21,-0.0001093913881827
22,9.050194272108288e-06
23,-0.000303773050862
24,6.960253190406332e-05
25,3.1240376697764364e-05
26,-2.648452576867774e-05
27,-0.00016677341813
28,-1.374284918117242e-05
29,-8.50543987938235e-05
30,-4.146666802456222e-05
31,0.0004590295888056
32,-1.9433769592521707e-05
33,0.0001101178926192
34,2.8493025964583985e-05
35,-0.0002349627189393
36,5.189667911675651e-07
37,0.0009470830763416
38,-2.317618717352324e-05
39,0.0001902241337625
40,2.4829556643924987e-05
41,-2.6629278521756665e-05
42,1.605142247669172e-05
43,9.13318716775392e-05
44,-1.525680480842126e-05
45,3.4909110345229536e-05
46,-5.0613650547466975e-05
47,0.0003642768513586
48,-0.0001124945629881
49,-0.0002359743745652
50,1.4613644485009594e-05
51,-0.0001296650291744
52,-2.4689065293451425e-05
53,-4.8600144762676485e-06
54,-2.6730256174640484e-06
55,-6.536844319405204e-05
56,-3.6773337108847166e-06
57,-1.169302455267471e-06
58,0.0002160088087923
59,-4.336318504510081e-05
60,2.4169647660659575e-05
61,-1.3210357906716868e-05
62,2.457053952818261e-05
63,-6.707406685568313e-05
64,0.0002048741504783
65,-5.148444666816404e-05
66,-4.566108469925597e-05
67,0.0001238770800082
68,0.0004100992580864
69,-0.000224944738531
